candidate_id,final_corpus_id,decision,reason,source_url,source_locator,original_text
S-036,E1-036,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task A","When my Facebook profile picture changes, update my Twitter profile picture."
S-037,E1-037,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task B",Get all updates from the website www.xkcd.com via email.
S-038,E1-038,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task C",If I receive an email from JohnDoe@gmail.com then blink lights to notify me.
S-039,E1-039,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task D",Turn on the lights when the sun sets.
S-040,E1-040,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task E",If it is 7:00PM then turn on the lights in my bedroom.
S-041,E1-041,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task F",Blink the lights if someone is at my front door.
S-042,E1-042,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task G",The lighting in my bedroom should be on when I am there and off when I am not there.
S-043,E1-043,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task H",If it begins to rain then change the light colors to blue.
S-044,E1-044,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task J","When I close the kitchen door, lock the door and turn off the kitchen light."
S-045,E1-045,RETAIN,Retained under the four-stratum quota.,https://www.blaseur.com/papers/TriggerActionCHI14.pdf,Figure 1,"If I get less than 5 hours of sleep, put on a pot o’ coffee"
S-046,E1-046,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P1,You want the lights to turn on at 6:00 pm every day
S-047,E1-047,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P2,"You want to be notified, via email, should a person be detected in the house while everyone’s at work (9:00 am - 5:00 pm every day)"
S-048,E1-048,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P4,"You want the thermostat to be off as much as possible, unless the temperature outside is below 40 degrees, in which case the thermostat should be set to 72 degrees."
S-049,E1-049,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 4 P5,"You want a pot of coffee to be brewed when it’s below 40 degrees outside, but only before 10:00 am every day."
S-050,E1-050,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q1,"If the time is 6:00 pm, then turn the lights on"
S-051,E1-051,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q2,"If I arrive at home and the time is between 6:00 - 11:00 pm, then turn the lights on"
S-052,E1-052,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q4,"If it is snowing, then turn the thermostat to 75 degrees F"
S-053,E1-053,RETAIN,Retained under the four-stratum quota.,https://hcrlab.cs.washington.edu/assets/pdfs/2015/huang2015ubicomp.pdf,Table 5 Q5,"If the time is between 7:00 am and 10:00 am and the outside temperature is below 40 degrees, then brew a pot of coffee"
S-054,E1-054,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Control a light with a switch,"When a switch is moved to the on position, turn on a light."
S-055,E1-055,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Schedule lights and blinds,"At 10pm, dim the lights and close the blinds."
S-056,E1-056,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Control camera based on household presence,"When the first person comes home, turn off cameras."
S-057,E1-057,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Vacuum while everyone is away,"When the home is unoccupied, run the vacuum; when someone is home, stop the vacuum."
S-058,E1-058,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Dim lights and lower blinds when living room TV is on after dark,"After dark, when the TV is on, dim the light and lower the blinds."
S-059,E1-059,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Cool weather heating,"If it is cool, open blinds, turn on fans, and adjust thermostats."
S-060,E1-060,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Warm weather ventilation,"If it is warm, close blinds, turn on fans, and adjust thermostats."
S-061,E1-061,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Scheduled lighting with multiple times,"Turn on the lights at sunset, dim them at 10pm and turn them off at midnight."
S-062,E1-062,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Synchronize two lights,"If one light is turned on, turn the other on, and if one light is turned off, turn the other off."
S-063,E1-063,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Flash lights when smoke alarm is active,"When smoke is detected, flash lights red and blue."
S-064,E1-064,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Turn on air purifier when indoor air quality is poor,When indoor air quality is poor turn on air purifier at high speed.
S-065,E1-065,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Nighttime unlock alert,"At night, when a lock is unlocked, turn on the light at full brightness."
S-066,E1-066,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Flash lights when carbon monoxide detected,"When carbon monoxide is detected, flash the lights."
S-067,E1-067,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Motion triggered lights,"When motion is detected, turn on the lights, then turn them off after five minutes of stillness."
S-068,E1-068,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Motion triggered lights with occupancy sensor,"When an occupant is detected, turn on the lights, then turn them off after five minutes."
S-069,E1-069,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Turn on cameras when leaving home,"Once the home is unoccupied, turn on cameras."
S-070,E1-070,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Doorbell light alert,"When someone rings the doorbell, blink the lights in occupied room."
S-071,E1-071,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Movie night scene,"When Assistant hears the utterance ""movie night"", lower the blinds, turn off the lights, and pause certain noisy appliances."
S-072,E1-072,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Home and away lighting,"After dark, when someone arrives home, turn on lights, and turn off all lights when the home is unoccupied."
S-073,E1-073,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Send a notification when a package is delivered,"When a package is delivered, send a notification."
S-074,E1-074,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: When I walk through my corridor first time (motion sensor) in the morning open all my blinds and suppress the trigger for 20 hours,Open blinds in the morning after motion is detected; suppress the trigger for 20 hours.
S-075,E1-075,RETAIN,Retained under the four-stratum quota.,https://developers.home.google.com/automations/example-scripts,Section: Send a notification when movement is detected at home on a weekday,Send a notification when movement is detected at home on a weekday between 09:00 and 18:00.
S-076,E1-076,RETAIN,Retained under the four-stratum quota.,https://github.com/home-assistant/core/blob/dev/homeassistant/components/automation/blueprints/notify_leaving_zone.yaml,blueprint.description,Send a notification to a device when a person leaves a specific zone.
S-077,E1-077,RETAIN,Retained under the four-stratum quota.,https://www.home-assistant.io/docs/automation/trigger/,Sun elevation trigger example,Turn on exterior lighting when the sun elevation falls below -4.0 degrees.
S-078,E1-078,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/combination-of-motion-and-illuminance-sensor-to-control-light-bulb/995590,opening post (created 2026-03-14 UTC),"Turn light ON when motion detected, turn off in 5 min; turn light ON when Lux drops below X lux, turn off in 5 min; should not turn ON light when light OFF by HA."
S-079,E1-079,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/trigger-automation-every-minute-unless-it-has-been-triggered-by-something-else/864628,opening post (created 2025-03-16 UTC),"If there are no new sensor values, trigger the automation once every minute; normal sensor values arrive every 10 seconds."
S-080,E1-080,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/automation-arm-alarm-when-everyone-is-away/408113,opening post (created 2022-04-03 UTC),Arm an alarm to away when all people are away.
S-081,E1-081,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/how-to-reliably-design-making-an-announcement-every-5-mins-until-a-binary-sensor-is-off/721406,opening post (created 2024-04-24 UTC),"Keep nagging me every 5 minutes, up to 3 times, as long as the presence binary sensor remains TRUE."
S-082,E1-082,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/help-with-door-close-automation/600389,opening post (created 2023-08-07 UTC),Get a notification if a door that was open for more than 5 minutes was closed.
S-083,E1-083,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/delayed-entity-aka-turn-this-on-for-x-minutes/958200,opening post (created 2025-12-03 UTC),Turn off automatic door locking for a few hours and then resume normally; temporarily suspend the heat-pump algorithm and resume in a couple of hours.
S-084,E1-084,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/automation-to-turn-on-off-devices-at-different-times-days/566330,opening post (created 2023-05-01 UTC),Turn lights on from 6 pm to 9 pm Sunday to Thursday and from 7 pm to 11 pm Friday and Saturday.
S-085,E1-085,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/how-to-trigger-an-automation-based-on-temperature-hysteresis/485629,opening post (created 2022-11-07 UTC),"When temperature drops below 19°C, turn heater on; when temperature raises above 19.5°C, turn heater off."
S-086,E1-086,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/stop-an-automation-mid-run-via-an-input-boolean/878961,opening post (created 2025-04-17 UTC),"Run sprinkler zone 1 for 10 minutes, wait 30 seconds, then zone 2 for 10 minutes; stop the entire automation mid-run if the input boolean is turned off."
S-087,E1-087,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/understanding-automations-with-time-delays-and-how-to-control-them/367362,opening post (created 2021-12-15 UTC),"Pressing a button turns on a light for exactly ten minutes, then turns it off; pressing again within the window restarts the ten-minute timer."
S-088,E1-088,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/how-to-enable-an-automation-between-times/712624,opening post (created 2024-04-03 UTC),"Between sunset minus two hours and sunset, turn den lights on if the weather becomes very overcast or rainy."
S-089,E1-089,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/evolution-of-an-automation-turn-a-light-on-off-at-sunset-sunrise/302465,opening post (created 2021-04-24 UTC),Turn on a light just before sunset and turn it off just before sunrise; also handle missed events after Home Assistant restart.
S-090,E1-090,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/turn-something-on-for-a-set-time/670621,opening post (created 2024-01-10 UTC),"Given some trigger and conditions, turn something on for a set time and then off half an hour later."
S-091,E1-091,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/automation-to-run-every-5-minutes/987759,opening post (created 2026-02-17 UTC),"Every five minutes, check several radiator valve positions and notify when the specified joint condition holds."
S-092,E1-092,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/running-groups-of-actions-in-parallel/955561,opening post (created 2025-11-26 UTC),"Have Alexas tell tasks, news, and alarm settings while Home Assistant turns off lights, locks doors, and sets alarms; continue the house shutdown if Alexa communication fails."
S-093,E1-093,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/solved-automation-w-3-actions-notification-scripts-how-to-make-them-run-in-parallel/555703,opening post (created 2023-04-03 UTC),"When the doorbell triggers, run three scripts that display the door camera on a phone, tablet, and PC; delays in one script should not postpone the others."
S-094,E1-094,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/trying-to-create-action-in-parallel-with-delays-for-certain-actions-that-need-to-occur-sequentially/585191,opening post (created 2023-06-24 UTC),"In parallel, control multiple lights while preserving each light’s own fade, delay, and turn-off sequence."
S-095,E1-095,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/getting-an-average-reading-of-a-sensor-during-certain-hours/654561,opening post (created 2023-12-12 UTC),Calculate the average pH and chlorine levels between 10:00 and 15:00 and report those readings daily.
S-096,E1-096,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/low-battery-notifications-actions/653754,opening post (created 2023-12-11 UTC),"At a chosen time and day, identify selected battery sensors below a warning threshold or unavailable/unknown and notify selected devices."
S-097,E1-097,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/smart-doorbell-button-zigbee-with-sound-lights-notifications-presence-awareness/892319,opening post (created 2025-05-19 UTC),"On a doorbell button, play sound, flash lights, and send notifications, with presence or zone conditions; run enabled actions at the same time."
S-098,E1-098,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/simple-washing-machine-finished-notification-power-sensor-helper-beginner-friendly/1024799,opening post (created 2026-09-12 UTC),"Detect that the washing machine started when power rises above a running threshold; after power stays below a finish threshold for a configured time, notify and reset for the next cycle."
S-099,E1-099,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/need-help-with-light-automation/729908,opening post (created 2024-05-16 UTC),A manually switched-on light stays on at least 5 minutes; each motion event extends the on time by 2 minutes; the light is turned off only when no motion has been detected for 2 minutes.
S-100,E1-100,RETAIN,Retained under the four-stratum quota.,https://community.home-assistant.io/t/automation-that-triggers-when-all-residents-are-not-home/641504,opening post (created 2023-11-16 UTC),"When the final resident leaves so occupancy becomes zero, if the door is unlocked, send a notification."
S-101,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column AM (header 1_Q25, statement 1)",The temperature should never be above 80.
S-102,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column AR (header 2_Q25, statement 2)",The refrigerator should always be above 15 degrees.
S-103,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column AW (header 3_Q25, statement 3)",The blinds should never go up when it is depressing looking outside.
S-104,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column BB (header 4_Q25, statement 4)",The facuet should always be off if no one is near it.
S-105,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column BG (header 5_Q25, statement 5)",The shower head should never be not aiming at me.
S-106,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column BL (header 6_Q25, statement 6)",The smart door lock should always be locked no matter what.
S-107,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column BQ (header 7_Q25, statement 7)",The coffee maker should never make coffee afternoon.
S-108,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column BV (header 8_Q25, statement 8)",The scale should always report the correct number for my weight.
S-109,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column CA (header 9_Q25, statement 9)",The stove should always be off if no one is home.
S-110,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 3, column CF (header 10_Q25, statement 10)",The camera should never record something by itself.
S-111,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column AM (header 1_Q25, statement 1)",my thermostat should never go over 80 degrees if someone is home
S-112,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column AR (header 2_Q25, statement 2)",start roomba only when no one is home.
S-113,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column AW (header 3_Q25, statement 3)",door should be locked if no one is home
S-114,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column BB (header 4_Q25, statement 4)",the garage door should always shut when the car leaves it
