corpus_id,cohort,prior_case_id,source_stratum,provenance_type,source_title,source_url,source_locator,accessed_date,original_text,source_context,screen_status,screen_reason,duplicate_family,trigger_class,temporal_class,control_class,memory_class,action_cardinality,lifetime,rb_preliminary,rb_coder_1,rb_coder_2,rb_adjudicated,stage_a,depth_status,depth_rank,depth_reason,ambiguity_for_user,catalog_note,text_form,source_verification,notes,topic_family
E1-011,seed,C19,research,study task,"Huang & Cakmak (UbiComp 2015), Table 4 P3",https://homes.cs.washington.edu/~mcakmak/pdfs/2015/huang2015ubicomp.pdf,"Table 4, P3",2026-09-12,"Your work starts at 9:00 am. On days when you get to work on time, you want to send an email to yourself saying ""I got to work on time!""",,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R10, R9",,,,yes,completed_seed,,,,,REPO_VERIFIED_SOURCE_EXCERPT,SERVER_CHECKED_2026-09-13; CORRECTED,Stage A selection was a work-unit decision; no statistical sample-size rationale is claimed.,
E1-012,seed,C20-O,research,study stimulus,"Brackenbury et al., How Users Interpret Bugs in TAP (CHI 2019), Table 1",https://par.nsf.gov/biblio/10106413,"Table 1, Event-Event paradigm, second example (full text: https://par.nsf.gov/servlets/purl/10106413)",2026-09-12,IF Sally enters the bedroom AND AFTERWARDS the sun sets WITHIN 2 hours THEN turn on the bedroom lights.,,IN_SCOPE,,,event/state,duration/window,sequence/composition; guard/branch,timestamp/prior-state,multiple,one-shot/unspecified,"R1, R2, B1",,,,yes,completed_seed,,,,,REPO_VERIFIED_SOURCE_EXCERPT,SERVER_CHECKED_2026-09-13; CORRECTED,Stage A selection was a work-unit decision; no statistical sample-size rationale is claimed.,
E1-013,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column BG (header 5_Q25, statement 5)",2026-09-13,the smart stove should automatically shut off if it detects no pot or anything for more than 5 minutes,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,duration/window,guard/branch,timestamp/prior-state,single,one-shot/unspecified,"R1, R3",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-014,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column BL (header 6_Q25, statement 6)",2026-09-13,the refridgerator should alarm if the door is open for longer than 5 minutes,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,duration/window,guard/branch,timestamp/prior-state,single,one-shot/unspecified,"R1, R3",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-015,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column BQ (header 7_Q25, statement 7)",2026-09-13,the dishwasher should automatically start during off peak hours if set with soap,ReleaseData=Yes; saw_examples=yes; exception_response=none,AMBIGUOUS,Key threshold/event semantics are not fixed by the source text.,,event/state,duration/window,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,Needs a case-specific interpretation question before any IR is written.,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-016,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column BV (header 8_Q25, statement 8)",2026-09-13,My smart vacuum should always return to its base to charge when low on power.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,recurring,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-017,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column AM (header 1_Q25, statement 1)",2026-09-13,Device actions should be able to be interrupted by human interference.,ReleaseData=Yes; saw_examples=no; exception_response=none,AMBIGUOUS,Key threshold/event semantics are not fixed by the source text.,,unspecified,immediate/unspecified,straight-line/unspecified,none/unspecified,single,one-shot/unspecified,UNCLASSIFIED,,,,no,breadth_only_pending_depth_selection,,,Needs a case-specific interpretation question before any IR is written.,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-018,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column AR (header 2_Q25, statement 2)",2026-09-13,Take a picture of anyone new that passees by the camera and send it as a notification to my phone.,ReleaseData=Yes; saw_examples=yes; exception_response=If known guests are over or something.,AMBIGUOUS,Key threshold/event semantics are not fixed by the source text.,,clock/calendar,immediate/unspecified,sequence/composition,none/unspecified,multiple,one-shot/unspecified,R9,,,,no,breadth_only_pending_depth_selection,,,Needs a case-specific interpretation question before any IR is written.,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-019,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column AW (header 3_Q25, statement 3)",2026-09-13,Pause dishwasher if other devices need hot water.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-020,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column BB (header 4_Q25, statement 4)",2026-09-13,Never run the washing machine and the dish washer at the same time.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,clock/calendar,immediate/unspecified,sequence/composition; parallel,none/unspecified,multiple,recurring,"R9, B2",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,"Original spelling preserved. Author interpretation: if one of the two appliances is already running, a later start request for the other is not started. No notification action is added.",
E1-021,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column CA (header 9_Q25, statement 9)",2026-09-13,Start to mow the lawn at 8 am once a week.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,clock/calendar,immediate/unspecified,straight-line/unspecified,none/unspecified,single,one-shot/unspecified,R9,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-022,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column CF (header 10_Q25, statement 10)",2026-09-13,Give the pets their food at 6am every day and at 6pm.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,clock/calendar,periodic/count,sequence/composition; repeat,none/unspecified,multiple,recurring,R9,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-023,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 10, column AM (header 1_Q25, statement 1)",2026-09-13,smart sprinkler should never activate when it has recently rained,ReleaseData=Yes; saw_examples=no; exception_response=none,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,timestamp/prior-state,single,recurring,"R1, B3",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-024,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 12, column BL (header 6_Q25, statement 6)",2026-09-13,My smart sprinkler should never be on more than 10 minutes every 2 days.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,unspecified,duration/window; periodic/count,repeat,none/unspecified,single,recurring,R3,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-025,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 13, column BV (header 8_Q25, statement 8)",2026-09-13,Never test the CO detector after 10 PM,ReleaseData=Yes; saw_examples=no; exception_response=none,IN_SCOPE,,,clock/calendar,delay/order,straight-line/unspecified,none/unspecified,single,recurring,"R2, R9",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-026,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 18, column BL (header 6_Q25, statement 6)",2026-09-13,A smart light should only come on when it is a certain brightness in the room or a user activates it manually.,ReleaseData=Yes; saw_examples=yes; exception_response=I think this could happen if someone wanted a light to come on before they come home from somewhere and need to see.,IN_SCOPE,,,event/state; manual,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R6",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-027,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 21, column AR (header 2_Q25, statement 2)",2026-09-13,my outdoor lights should always be on between 7 and 12 pm,ReleaseData=Yes; saw_examples=yes; exception_response=possibly if I am out of town then the lights wouldn't need to be on.,AMBIGUOUS,The clock meaning of 'between 7 and 12 pm' is unclear; the original text is kept without normalization.,,clock/calendar,immediate/unspecified,sequence/composition,none/unspecified,multiple,recurring,R9,,,,no,breadth_only_pending_depth_selection,,,Which time range 'between 7 and 12 pm' denotes.,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-028,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 26, column AR (header 2_Q25, statement 2)",2026-09-13,My smart pet feeder should never allow to dispense more than 2 bowls of food per every 4 hours.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,unspecified,duration/window; periodic/count,repeat,count/aggregate,single,recurring,R3,,,,no,proposed_depth_addition,5,Elicited rate/count constraint; tests backend history/count dependence.,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-029,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 28, column BB (header 4_Q25, statement 4)",2026-09-13,the lock should lock 10 seconds after you close the door,ReleaseData=Yes; saw_examples=no; exception_response=none,IN_SCOPE,,,unspecified,delay/order; duration/window,straight-line/unspecified,timestamp/prior-state,single,one-shot/unspecified,"R2, B3",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-030,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 31, column CF (header 10_Q25, statement 10)",2026-09-13,Smart tv should always turn off when idle for 1 hour.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,duration/window,guard/branch,timestamp/prior-state,single,recurring,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-031,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 48, column CF (header 10_Q25, statement 10)",2026-09-13,The Smart TV in the children's room should never turn on whenever the toothbrush has not been used at least twice that day,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,immediate/unspecified,straight-line/unspecified,count/aggregate,single,recurring,"R1, R8",,,,no,breadth_only_pending_depth_selection,,,,Becomes expressible if a history/count service supplies the daily count; this is not evidence of an IR-language boundary.,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved. Author interpretation: a backend history/count service provides the day's toothbrush use count and the automation reads it as a guard. This is not a claim that the IR performs internal accumulation.,
E1-032,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 51, column AW (header 3_Q25, statement 3)",2026-09-13,My smart window should never be opened while the AC is on.,"ReleaseData=Yes; saw_examples=yes; exception_response=Smoke, fires, smells.",IN_SCOPE,,,unspecified,immediate/unspecified,guard/branch,none/unspecified,single,recurring,R6,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-033,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 54, column AR (header 2_Q25, statement 2)",2026-09-13,My smart garage door should always be opened on weekdays from 5pm to 6pm.,"ReleaseData=Yes; saw_examples=yes; exception_response=If I didn't go to work that day, it would be unnecessary to open the garage door.",IN_SCOPE,,,clock/calendar,immediate/unspecified,straight-line/unspecified,none/unspecified,single,recurring,R9,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-034,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 60, column CA (header 9_Q25, statement 9)",2026-09-13,"My smart oven should never be on for than 4 hours, maximum without alerting if more time is needed, and shutting off if not responded to.",ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,duration/window,sequence/composition; guard/branch,timestamp/prior-state,multiple,recurring,R1,,,,no,proposed_depth_addition,6,Elicited alert-response timeout and shutdown branch.,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-035,new,,elicited,user-study elicited,AutoTap ICSE 2019 — User Study 1 public data,https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 67, column AW (header 3_Q25, statement 3)",2026-09-13,My smart TV should turn off whenever it has been empty of people for more than 10 minutes.,ReleaseData=Yes; saw_examples=yes; exception_response=none,IN_SCOPE,,,event/state,duration/window,straight-line/unspecified,timestamp/prior-state,single,recurring,"R1, R3",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PUBLIC_STUDY_DATA,SERVER_CHECKED_2026-09-13; CORRECTED,Original spelling preserved.,
E1-036,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task A",2026-09-13,"When my Facebook profile picture changes, update my Twitter profile picture.",,OUT_OF_SCOPE,Online-service automation rather than a smart-home device automation; retained as a recorded boundary case.,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,
E1-037,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task B",2026-09-13,Get all updates from the website www.xkcd.com via email.,,OUT_OF_SCOPE,Online-service automation rather than a smart-home device automation; retained as a recorded boundary case.,,unspecified,immediate/unspecified,straight-line/unspecified,none/unspecified,single,one-shot/unspecified,UNCLASSIFIED,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,
E1-038,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task C",2026-09-13,If I receive an email from JohnDoe@gmail.com then blink lights to notify me.,,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R6",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,
E1-039,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task D",2026-09-13,Turn on the lights when the sun sets.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,lights/sun
E1-040,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task E",2026-09-13,If it is 7:00PM then turn on the lights in my bedroom.,,IN_SCOPE,,,event/state; clock/calendar,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,single,one-shot/unspecified,"R1, R6, R9",,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,lights/sun
E1-041,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task F",2026-09-13,Blink the lights if someone is at my front door.,,IN_SCOPE,,,event/state,immediate/unspecified,guard/branch,none/unspecified,single,one-shot/unspecified,R1,,,,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,
E1-042,new,,research,study task,"Ur et al., Practical Trigger-Action Programming in the Smart Home (CHI 2014)",https://www.blaseur.com/papers/TriggerActionCHI14.pdf,"Table 1, Task G",2026-09-13,The lighting in my bedroom should be on when I am there and off when I am not there.,,IN_SCOPE,,,event/state,immediate/unspecified,sequence/composition; guard/branch,none/unspecified,multiple,one-shot/unspecified,"R1, R9",,,R1,no,breadth_only_pending_depth_selection,,,,,VERBATIM_PAPER_TASK_OR_EXAMPLE,SERVER_CHECKED_2026-09-13,,
