file,id,field,before,after,reason
corpus_100.csv,E1-005,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-005,source_title,Home Assistant Community thread 783900 (2024-10-20),Home Assistant Community thread 783900: How to automate open door notifications?,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-005,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-006,source_locator,C09,"§III template (g) Event-Event Conditional sample response; same statement in User Study 1 data, Result sheet, Excel row 16, column AM (header 1_Q25, statement 1)","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-006,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-006,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-007,source_locator,C11,"§VI-A Task 11, with the authors' rule explanation","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-007,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-007,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-008,source_locator,C15,"Results, trigger/action structure paragraph ('one participant specified')","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-008,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-008,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-009,source_locator,C16,"Table 1, Task I","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-009,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-009,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-010,source_locator,C18,"Table 5, Q3","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-010,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-010,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-011,source_locator,C19,"Table 4, P3","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-011,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-011,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-012,source_locator,C20-O,"Table 1, Event-Event paradigm, second example (full text: https://par.nsf.gov/servlets/purl/10106413)","seed locator held the Stage A case id, not a location in the source"
corpus_100.csv,E1-012,accessed_date,2026-09-13,2026-09-12,Stage A source record (cases.py) gives the original access date
corpus_100.csv,E1-012,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-013,source_locator,"Result sheet, participant P02, statement S5","Result sheet, Excel row 4, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-013,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-014,source_locator,"Result sheet, participant P02, statement S6","Result sheet, Excel row 4, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-014,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-015,source_locator,"Result sheet, participant P02, statement S7","Result sheet, Excel row 4, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-015,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-016,source_locator,"Result sheet, participant P04, statement S8","Result sheet, Excel row 6, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-016,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-017,source_locator,"Result sheet, participant P05, statement S1","Result sheet, Excel row 7, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-017,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-018,source_locator,"Result sheet, participant P06, statement S2","Result sheet, Excel row 8, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-018,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-019,source_locator,"Result sheet, participant P06, statement S3","Result sheet, Excel row 8, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-019,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-020,source_locator,"Result sheet, participant P06, statement S4","Result sheet, Excel row 8, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-020,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-021,source_locator,"Result sheet, participant P06, statement S9","Result sheet, Excel row 8, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-021,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-022,source_locator,"Result sheet, participant P06, statement S10","Result sheet, Excel row 8, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-022,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-023,source_locator,"Result sheet, participant P08, statement S1","Result sheet, Excel row 10, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-023,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-024,source_locator,"Result sheet, participant P10, statement S6","Result sheet, Excel row 12, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-024,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-025,source_locator,"Result sheet, participant P11, statement S8","Result sheet, Excel row 13, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-025,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-026,source_locator,"Result sheet, participant P16, statement S6","Result sheet, Excel row 18, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-026,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-027,source_locator,"Result sheet, participant P19, statement S2","Result sheet, Excel row 21, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-027,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-028,source_locator,"Result sheet, participant P24, statement S2","Result sheet, Excel row 26, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-028,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-029,source_locator,"Result sheet, participant P26, statement S4","Result sheet, Excel row 28, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-029,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-030,source_locator,"Result sheet, participant P29, statement S10","Result sheet, Excel row 31, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-030,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-031,source_locator,"Result sheet, participant P46, statement S10","Result sheet, Excel row 48, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-031,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-032,source_locator,"Result sheet, participant P49, statement S3","Result sheet, Excel row 51, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-032,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-033,source_locator,"Result sheet, participant P52, statement S2","Result sheet, Excel row 54, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-033,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-034,source_locator,"Result sheet, participant P58, statement S9","Result sheet, Excel row 60, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-034,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-035,source_locator,"Result sheet, participant P65, statement S3","Result sheet, Excel row 67, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2 for all 73 AutoTap rows, not a participant id"
corpus_100.csv,E1-035,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-036,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-037,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-038,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-039,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-040,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-041,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-042,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-043,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-044,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-045,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-046,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-047,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-048,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-049,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-050,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-051,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-052,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-053,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-054,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-055,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-056,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-057,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-058,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-059,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-060,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-061,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-062,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-063,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-064,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-065,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-066,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-067,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-068,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-069,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-070,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-071,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-072,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-073,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-074,source_locator,Section: Morning blinds with suppression,Section: When I walk through my corridor first time (motion sensor) in the morning open all my blinds and suppress the trigger for 20 hours,pre-audit section name does not exist on the page; replaced with the actual heading
corpus_100.csv,E1-074,source_title,Google Home example scripted automations — Morning blinds with suppression,Google Home example scripted automations — When I walk through my corridor first time (motion sensor) in the morning open all my blinds and suppress the trigger for 20 hours,pre-audit section name does not exist on the page; replaced with the actual heading
corpus_100.csv,E1-074,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-075,source_locator,Section: Weekday movement notification,Section: Send a notification when movement is detected at home on a weekday,pre-audit section name does not exist on the page; replaced with the actual heading
corpus_100.csv,E1-075,source_title,Google Home example scripted automations — Weekday movement notification,Google Home example scripted automations — Send a notification when movement is detected at home on a weekday,pre-audit section name does not exist on the page; replaced with the actual heading
corpus_100.csv,E1-075,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-076,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-077,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-078,source_locator,opening post / stated desired behavior,opening post (created 2026-03-14 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-078,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-079,source_title,Home Assistant Community thread 864628: Trigger automation every minute unless sensor updates,"Home Assistant Community thread 864628: Trigger automation every minute, unless it has been triggered by something else","title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-079,source_locator,opening post / stated desired behavior,opening post (created 2025-03-16 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-079,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-080,source_title,Home Assistant Community thread 408113: Arm alarm when everyone is away,Home Assistant Community thread 408113: Automation - Arm Alarm when everyone is away?,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-080,source_locator,opening post / stated desired behavior,opening post (created 2022-04-03 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-080,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-081,source_title,Home Assistant Community thread 721406: Repeat movement reminder,Home Assistant Community thread 721406: How to reliably design making an announcement every 5 mins until a binary sensor is OFF,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-081,source_locator,opening post / stated desired behavior,opening post (created 2024-04-24 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-081,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-082,source_title,Home Assistant Community thread 600389: Notify when a long-open door closes,Home Assistant Community thread 600389: Help with Door Close Automation,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-082,source_locator,opening post / stated desired behavior,opening post (created 2023-08-07 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-082,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-083,source_title,Home Assistant Community thread 958200: Temporary automation override,"Home Assistant Community thread 958200: Delayed entity, AKA ""turn this on for X minutes""","title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-083,source_locator,opening post / stated desired behavior,opening post (created 2025-12-03 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-083,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-084,source_title,Home Assistant Community thread 566330: Different weekday/weekend light schedules,Home Assistant Community thread 566330: Automation to turn ON/OFF devices at different times/days,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-084,source_locator,opening post / stated desired behavior,opening post (created 2023-05-01 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-084,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-085,source_title,Home Assistant Community thread 485629: Temperature hysteresis,Home Assistant Community thread 485629: How to trigger an automation based on temperature hysteresis,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-085,source_locator,opening post / stated desired behavior,opening post (created 2022-11-07 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-085,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-086,source_title,Home Assistant Community thread 878961: Cancelable sequential sprinklers,Home Assistant Community thread 878961: Stop an automation mid-run via an input boolean?,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-086,source_locator,opening post / stated desired behavior,opening post (created 2025-04-17 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-086,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-087,source_title,Home Assistant Community thread 367362: Restartable ten-minute light,Home Assistant Community thread 367362: Understanding automations with time delays and how to control them,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-087,source_locator,opening post / stated desired behavior,opening post (created 2021-12-15 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-087,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-088,source_title,Home Assistant Community thread 712624: Early lights for dark weather,Home Assistant Community thread 712624: How to enable an automation between times,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-088,source_locator,opening post / stated desired behavior,opening post (created 2024-04-03 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-088,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-089,source_title,Home Assistant Community thread 302465: Exterior light around sunset/sunrise,Home Assistant Community thread 302465: Evolution of an automation. Turn a light on/off at sunset/sunrise,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-089,source_locator,opening post / stated desired behavior,opening post (created 2021-04-24 UTC),add opening-post creation date from the thread JSON
