id,domain,space_id,intent,command,command_ko,expect,why,d,tier,context,targets,target_svc
G00249,공장,FACT04,기기제어,could you change the lights to daylight white?,조명 전부 주광색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00269,공장,FACT03,기기제어,please light up the lights.,조명 전부 좀 켜 줘.,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G00280,공장,FACT04,기기제어,Set the lights to red.,조명 전부 빨간색으로 바꿔.,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00353,공장,FACT03,기기제어,I'd like you to turn off the switch.,스위치 꺼 줬으면 해.,ask,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6 FACT03_ProcessRoom_Siren_1,
G00364,공장,FACT04,기기제어,can you turn on the machine shop lights?,기계실 조명 켜 줄래?,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00369,공장,FACT01,기기제어,please turn off the line switch.,생산라인 스위치 좀 꺼 줘.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6 FACT01_Line_Siren_1,
G00384,공장,FACT03,기기제어,Switch the process room switch on,공정실 스위치 켜,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6 FACT03_ProcessRoom_Siren_1,
G00396,공장,FACT05,알림예약,I want to know when it changes,상태가 바뀌면 알려 줘,execute,,D1,T0,none,,Speaker.Speak
G00407,공장,FACT02,상태조회,can you send me the utility temperature?,다용도실 온도 보내 줄래?,execute,,D1,T0,none,,Speaker.Speak
G00417,공장,FACT05,상태조회,I'd like you to let me know whether anyone is in the pump room.,펌프실에 사람 있는지 알려 줬으면 해.,refuse,no_occupancy,D1,T0,none,,
G00424,공장,FACT03,알림예약,I want to know when it changes.,상태가 바뀌면 알려 줘.,execute,,D1,T0,none,,Speaker.Speak
G00445,공장,FACT02,알림예약,can you remind me to check the lights?,조명 전부 확인하라고 알려 줄래?,execute,,D1,T0,none,,Speaker.Speak
G00448,공장,FACT05,기기제어,can you open the blinds?,블라인드 열어 줄래?,refuse,no_device,D1,T0,none,,
G00504,공장,FACT02,기기제어,please unlock the entrance door lock.,현관 도어락 좀 열어 줘.,execute,,D1,T0,none,FACT02_Entrance_DoorLock_1,
G00508,공장,FACT02,기기제어,Make sure the entrance door lock is locked,현관 도어락 잠겼는지 봐 줘,execute,,D1,T0,none,FACT02_Entrance_DoorLock_1,
G00516,공장,FACT02,기기제어,please make sure the place is secure.,문단속 좀 해 줘.,execute,,D1,T0,none,FACT02_Entrance_DoorLock_1,
G00524,공장,FACT02,기기제어,I'd like you to make sure the entrance door lock is locked.,현관 도어락 잠겼는지 봐 줬으면 해.,execute,,D1,T0,none,FACT02_Entrance_DoorLock_1,
G00589,공장,FACT03,상태조회,How much power is the camera pulling.,카메라 전력 얼마나 쓰고 있어?,ask,,D1,T0,none,FACT03_ProcessRoom_Camera_1 FACT03_ProcessRoom_Camera_2,Speaker.Speak
G00597,공장,FACT01,상태조회,What is the camera set to.,카메라 몇으로 맞춰져 있어?,ask,,D1,T0,none,FACT01_Line_Camera_1 FACT01_Line_Camera_2,Speaker.Speak
G00603,공장,FACT04,상태조회,Is anyone in the utility.,다용도실에 사람 있어?,refuse,no_device,D1,T0,none,,
G00607,공장,FACT02,상태조회,What is all the cameras set to.,모든 카메라 몇으로 맞춰져 있어?,execute,,D1,T0,none,FACT02_Warehouse_Camera_1 FACT02_Warehouse_Camera_2 FACT02_Warehouse_Camera_3 FACT02_Warehouse_Camera_4 FACT02_Dock_Camera_1 FACT02_Dock_Camera_2,Speaker.Speak
G00614,공장,FACT01,상태조회,What is the temperature in the entrance.,현관 온도 몇 도야?,execute,,D1,T0,none,FACT01_Line_TemperatureSensor_1 FACT01_Line_TemperatureSensor_2 FACT01_Line_TemperatureSensor_3,Speaker.Speak
G00616,공장,FACT02,상태조회,please tell me if the door sensor is open.,문열림 센서 열려 있는지 알려 주세요.,refuse,no_context,D1,T0,none,,
G00638,공장,FACT01,기기제어,I'd like you to switch all the switches on.,모든 스위치 켜 줬으면 해.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6 FACT01_Line_Siren_1,
G00643,공장,FACT04,기기제어,I'd like you to toggle the machine shop switch.,기계실 스위치 껐다 켜 줬으면 해.,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00653,공장,FACT02,기기제어,can you turn on all the switches?,모든 스위치 켜 줄래?,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2 FACT02_Warehouse_Siren_1,
G00655,공장,FACT05,기기제어,There are crumbs everywhere,부스러기가 여기저기 있어,refuse,no_device,D1,T0,none,,
G00720,공장,FACT01,기기제어,Give me a few minutes.,몇 분만 줘.,refuse,no_service,D1,T0,none,,
G00726,공장,FACT03,기기제어,please start a countdown for 45 minutes.,45분 카운트다운 시작해 주세요.,refuse,no_service,D1,T0,none,,
G00732,공장,FACT05,기기제어,please start a countdown for 5 minutes.,5분 카운트다운 시작해 주세요.,refuse,no_service,D1,T0,none,,
G00736,공장,FACT02,기기제어,Set a 60 minute timer.,60분 타이머 맞춰 줘.,refuse,no_service,D1,T0,none,,
G00742,공장,FACT04,기기제어,Set a 2 minute timer.,2분 타이머 맞춰 줘.,refuse,no_service,D1,T0,none,,
G00744,공장,FACT01,기기제어,I'd like you to close the garage door.,차고문 닫아 줬으면 해.,refuse,no_device,D1,T0,none,,
G00747,공장,FACT02,기기제어,Close the garage door.,차고문 닫아.,ask,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,
G00748,공장,FACT02,기기제어,please close things up out front.,바깥쪽 좀 다 닫아 줘.,ask,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4 FACT02_Entrance_Door_1,
G00749,공장,FACT02,기기제어,could you close the garage door?,차고문 닫아 줄 수 있어?,ask,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,
G00750,공장,FACT02,기기제어,please close the garage door.,차고문 좀 닫아 줘.,ask,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,
G00752,공장,FACT02,기기제어,Shut the dock door 2,2번 도크 문 닫아,execute,,D1,T0,none,FACT02_Dock_GarageDoor_2,
G00753,공장,FACT02,기기제어,could you open the dock door 2?,2번 도크 문 열어 줄 수 있어?,execute,,D1,T0,none,FACT02_Dock_GarageDoor_2,
G00755,공장,FACT02,기기제어,Shut the dock door 3,3번 도크 문 닫아,execute,,D1,T0,none,FACT02_Dock_GarageDoor_3,
G00756,공장,FACT02,기기제어,Shut the dock door 4,4번 도크 문 닫아,execute,,D1,T0,none,FACT02_Dock_GarageDoor_4,
G00767,공장,FACT02,기기제어,could you open the dock door 1?,1번 도크 문 열어 줄 수 있어?,execute,,D1,T0,none,FACT02_Dock_GarageDoor_1,
G00769,공장,FACT02,기기제어,I'd like you to close the dock garage door.,하역장 차고문 닫아 줬으면 해.,execute,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,
G00781,공장,FACT05,기기제어,I'd like you to switch the boiler room lights off.,보일러실 조명 꺼 줬으면 해.,execute,,D1,T0,none,FACT05_BoilerRoom_Light_1 FACT05_BoilerRoom_Light_2,
G00786,공장,FACT02,기기제어,can you turn on the dock switch?,하역장 스위치 켜 줄래?,execute,,D1,T0,none,FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G00822,공장,FACT04,기기제어,can you brighten this place up?,여기 좀 밝게 해 줄래?,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00828,공장,FACT01,기기제어,Put the line lights on.,생산라인 조명 켜.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G00832,공장,FACT03,기기제어,please brew a cup on the coffee maker.,커피포트로 한 잔 내려 주세요.,refuse,no_device,D1,T0,none,,
G00849,공장,FACT02,기기제어,could you let me see what is going on?,지금 상황 좀 보여 줄 수 있어?,execute,,D1,T0,none,FACT02_Dock_Camera_1 FACT02_Dock_Camera_2 FACT02_Warehouse_Camera_1 FACT02_Warehouse_Camera_2 FACT02_Warehouse_Camera_3 FACT02_Warehouse_Camera_4,
G00854,공장,FACT03,기기제어,I'd like you to stop recording on the process room camera.,공정실 카메라 녹화 멈춰 줬으면 해.,execute,,D1,T0,none,FACT03_ProcessRoom_Camera_1 FACT03_ProcessRoom_Camera_2,
G00878,공장,FACT02,기기제어,could you turn off the light?,조명 꺼 줄 수 있어?,ask,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G00883,공장,FACT03,기기제어,could you turn the fan off?,선풍기 꺼 줄 수 있어?,refuse,no_device,D1,T0,none,,
G00909,공장,FACT05,기기제어,could you switch the pump room switch on?,펌프실 스위치 켜 줄 수 있어?,execute,,D1,T0,none,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,
G00912,공장,FACT01,기기제어,I'd like you to turn on the line switch.,생산라인 스위치 켜 줬으면 해.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6 FACT01_Line_Siren_1,
G00924,공장,FACT02,기기제어,please remind me in a bit.,조금 있다 알려 주세요.,refuse,no_service,D1,T0,none,,
G00928,공장,FACT04,기기제어,could you bring the light down to 5 percent?,조명 밝기를 5퍼센트까지 낮춰 줄 수 있어?,ask,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00933,공장,FACT04,기기제어,could you set the mood softer?,분위기 좀 부드럽게 해 줄 수 있어?,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00944,공장,FACT02,기기제어,please shut the garage door.,차고문 좀 닫아 줘.,ask,,D1,T0,none,FACT02_Dock_GarageDoor_1 FACT02_Dock_GarageDoor_2 FACT02_Dock_GarageDoor_3 FACT02_Dock_GarageDoor_4,
G00957,공장,FACT05,기기제어,can you light up the light?,조명 켜 줄래?,ask,,D1,T0,none,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6 FACT05_BoilerRoom_Light_1 FACT05_BoilerRoom_Light_2,
G00975,공장,FACT03,기기제어,I'd like you to run the away scene on the lights.,조명 외출 모드 실행해 줬으면 해.,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G00985,공장,FACT03,기기제어,can you open the garage door?,차고문 열어 줄래?,refuse,no_device,D1,T0,none,,
G00986,공장,FACT02,기기제어,Get the light on.,조명 켜.,ask,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G00992,공장,FACT04,기기제어,Change the machine shop lights to pink.,기계실 조명 분홍색으로 바꿔.,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G01003,공장,FACT02,기기제어,could you set all the lights to amber?,모든 조명 호박색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G01007,공장,FACT02,기기제어,could you turn the coffee maker off?,커피포트 꺼 줄 수 있어?,refuse,no_device,D1,T0,none,,
G01008,공장,FACT03,기기제어,could you make it less warm?,덜 덥게 해 줄 수 있어?,refuse,no_device,D1,T0,none,,
G01014,공장,FACT05,기기제어,I'd like you to dim the pump room lights to 30 percent.,펌프실 조명 밝기를 30퍼센트로 낮춰 줬으면 해.,execute,,D1,T0,none,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,
G01042,공장,FACT05,기기제어,please switch the pump room lights to the movie scene.,펌프실 조명 영화 모드로 바꿔 주세요.,execute,,D1,T0,none,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,
G01044,공장,FACT04,기기제어,I am pulling out,차 뺄게,refuse,no_device,D1,T0,none,,
G01045,공장,FACT02,기기제어,can you turn off the warehouse switch?,창고 스위치 꺼 줄래?,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Warehouse_Siren_1,
G01059,공장,FACT01,기기제어,please switch all the lights on.,모든 조명 좀 켜 줘.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G01097,공장,FACT01,기기제어,Shut the line lights off,생산라인 조명 꺼,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G01099,공장,FACT01,기기제어,It is too bright,너무 밝아,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G01110,공장,FACT05,기기제어,Turn the water heater off,온수기 꺼,ask,,D1,T0,none,FACT05_BoilerRoom_WaterHeater_1 FACT05_BoilerRoom_WaterHeater_2,
G01118,공장,FACT01,기기제어,could you record this?,이거 녹화해 줄 수 있어?,execute,,D1,T0,none,FACT01_Line_Camera_1 FACT01_Line_Camera_2,
G01123,공장,FACT04,기기제어,please put all the lights into party mode.,모든 조명 파티 모드로 좀 해 줘.,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G01124,공장,FACT02,기기제어,Put the lights into reading mode.,조명 전부 독서 모드로 해.,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G01153,공장,FACT05,기기제어,Turn off the boiler room switch,보일러실 스위치 꺼,execute,,D1,T0,none,FACT05_BoilerRoom_Light_1 FACT05_BoilerRoom_Light_2 FACT05_BoilerRoom_Siren_1 FACT05_BoilerRoom_Siren_2,
