id,domain,space_id,intent,command,command_ko,expect,why,d,tier,context,targets,target_svc
G00186,사무실,OFFICE01,기기제어,could you bring the meeting room lights down to 25 percent?,회의실 조명 밝기를 25퍼센트까지 낮춰 줄 수 있어?,execute,,D1,T0,none,OFFICE01_MeetingRoom_Light_1,
G00208,사무실,OFFICE05,기기제어,can you change the light to red?,조명 빨간색으로 바꿔 줄래?,ask,,D1,T0,none,OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4,
G00209,사무실,OFFICE06,기기제어,I'd like you to change the light to red.,조명 빨간색으로 바꿔 줬으면 해.,ask,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_MeetingRoom_Light_1,
G00213,사무실,OFFICE02,기기제어,please get the lights on.,조명 전부 좀 켜 줘.,execute,,D1,T0,none,OFFICE02_OpenSpace_Light_1 OFFICE02_OpenSpace_Light_2 OFFICE02_OpenSpace_Light_3 OFFICE02_OpenSpace_Light_4 OFFICE02_OpenSpace_Light_5 OFFICE02_OpenSpace_Light_6 OFFICE02_MeetingRoom_Light_1 OFFICE02_MeetingRoom_Light_2 OFFICE02_MeetingRoom_Light_3 OFFICE02_Pantry_Light_1 OFFICE02_Hallway_Light_1,
G00215,사무실,OFFICE03,기기제어,I'd like you to change the lights to daylight white.,조명 전부 주광색으로 바꿔 줬으면 해.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00219,사무실,OFFICE06,기기제어,please turn on the lights.,조명 전부 좀 켜 줘.,execute,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_MeetingRoom_Light_1,
G00224,사무실,OFFICE03,기기제어,Change the lights to green.,조명 전부 초록색으로 바꿔.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00228,사무실,OFFICE04,기기제어,Put the lights on,조명 전부 켜,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_RestRoom_Light_1 OFFICE04_Pantry_Light_1,
G00233,사무실,OFFICE01,기기제어,could you change the lights to pink?,조명 전부 분홍색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4 OFFICE01_MeetingRoom_Light_1 OFFICE01_Pantry_Light_1,
G00238,사무실,OFFICE04,기기제어,I'd like you to turn the lights pink.,조명 전부 분홍색으로 켜 줬으면 해.,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_RestRoom_Light_1 OFFICE04_Pantry_Light_1,
G00239,사무실,OFFICE05,기기제어,could you make it feel warmer in here?,여기 분위기 좀 따뜻하게 해 줄 수 있어?,execute,,D1,T0,none,OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9,
G00244,사무실,OFFICE04,기기제어,please turn the lights blue.,조명 전부 파란색으로 켜 주세요.,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_RestRoom_Light_1 OFFICE04_Pantry_Light_1,
G00245,사무실,OFFICE06,기기제어,Turn on the lights,조명 전부 켜,execute,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_MeetingRoom_Light_1,
G00247,사무실,OFFICE03,기기제어,can you set the lights to blue?,조명 전부 파란색으로 바꿔 줄래?,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00253,사무실,OFFICE06,기기제어,I'd like you to set all the lights to warm white.,모든 조명 전구색으로 바꿔 줬으면 해.,execute,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_MeetingRoom_Light_1,
G00254,사무실,OFFICE03,기기제어,please set the lights to green.,조명 전부 초록색으로 좀 바꿔 줘.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00263,사무실,OFFICE03,기기제어,Make all the lights red,모든 조명 빨간색으로 해,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00267,사무실,OFFICE03,기기제어,I'd like you to turn all the lights blue.,모든 조명 파란색으로 켜 줬으면 해.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00275,사무실,OFFICE04,기기제어,could you set the lights to purple?,조명 전부 보라색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_RestRoom_Light_1 OFFICE04_Pantry_Light_1,
G00276,사무실,OFFICE03,기기제어,I'd like you to make it feel warmer in here.,여기 분위기 좀 따뜻하게 해 줬으면 해.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00278,사무실,OFFICE03,기기제어,could you change the lights to warm white?,조명 전부 전구색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G00287,사무실,OFFICE01,기기제어,can you switch all the lights on?,모든 조명 켜 줄래?,execute,,D1,T0,none,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4 OFFICE01_MeetingRoom_Light_1 OFFICE01_Pantry_Light_1,
G00357,사무실,OFFICE06,기기제어,please turn off the open space switch.,사무실 스위치 꺼 주세요.,execute,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3 OFFICE06_OpenSpace_AirConditioner_1,
G00362,사무실,OFFICE03,기기제어,Switch the meeting room 4 light on.,회의실 4 조명 켜.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_4,
G00373,사무실,OFFICE04,기기제어,Turn off the row 3 light,3열 조명 꺼,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_3,
G00377,사무실,OFFICE05,기기제어,could you turn on the meeting room lights?,회의실 조명 켜 줄 수 있어?,execute,,D1,T0,none,OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4,
G00382,사무실,OFFICE02,기기제어,I'd like you to turn off the zone 5 light.,구역 5 조명 꺼 줬으면 해.,execute,,D1,T0,none,OFFICE02_OpenSpace_Light_5,
G00388,사무실,OFFICE06,기기제어,I'd like you to switch the meeting room switch on.,회의실 스위치 켜 줬으면 해.,execute,,D1,T0,none,OFFICE06_MeetingRoom_Light_1,
G00393,사무실,OFFICE03,기기제어,can you put the meeting room 4 light on?,회의실 4 조명 켜 줄래?,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_4,
G00399,사무실,OFFICE01,상태조회,Send me the open space temperature.,사무실 온도 보내 줘.,execute,,D1,T0,none,,NotificationProvider.SendPush
G00404,사무실,OFFICE03,알림예약,can you send me a note if the switch stays on?,스위치 계속 켜져 있으면 알려 줄래?,execute,,D1,T0,none,,Speaker.Speak
G00405,사무실,OFFICE03,알림예약,Tell me if something is off.,뭔가 이상하면 알려 줘.,execute,,D1,T0,none,,Speaker.Speak
G00411,사무실,OFFICE05,상태조회,Send me the utility temperature.,다용도실 온도 보내 줘.,execute,,D1,T0,none,,NotificationProvider.SendPush
G00413,사무실,OFFICE02,알림예약,could you remind me to check the switch?,스위치 확인하라고 알려 줄 수 있어?,execute,,D1,T0,none,,NotificationProvider.SendPush
G00421,사무실,OFFICE04,상태조회,Send me the pantry temperature,팬트리 온도 보내 줘,execute,,D1,T0,none,,Speaker.Speak
G00423,사무실,OFFICE04,알림예약,Let me know if the fan is still on,선풍기 아직 켜져 있으면 알려 줘,execute,,D1,T0,none,,Speaker.Speak
G00427,사무실,OFFICE06,상태조회,Send me the meeting room temperature,회의실 온도 보내 줘,execute,,D1,T0,none,,NotificationProvider.SendPush
G00430,사무실,OFFICE02,상태조회,please text me the humidity in the hallway.,복도 습도 문자로 보내 주세요.,execute,,D1,T0,none,,NotificationProvider.SendPush
G00432,사무실,OFFICE01,상태조회,could you send me the pantry temperature?,팬트리 온도 보내 줄 수 있어?,execute,,D1,T0,none,,NotificationProvider.SendPush
G00436,사무실,OFFICE06,상태조회,Send me the meeting room temperature.,회의실 온도 보내 줘.,execute,,D1,T0,none,,NotificationProvider.SendPush
G00443,사무실,OFFICE04,알림예약,could you tell me if something is off?,뭔가 이상하면 알려 줄 수 있어?,execute,,D1,T0,none,,Speaker.Speak
G00456,사무실,OFFICE05,기기제어,could you lower the blind to 20 percent?,블라인드 20퍼센트까지 내려 줄 수 있어?,ask,,D1,T0,none,OFFICE05_OpenSpace_WindowCovering_1 OFFICE05_OpenSpace_WindowCovering_2 OFFICE05_OpenSpace_WindowCovering_3 OFFICE05_OpenSpace_WindowCovering_4 OFFICE05_OpenSpace_WindowCovering_5 OFFICE05_OpenSpace_WindowCovering_6 OFFICE05_OpenSpace_WindowCovering_7 OFFICE05_OpenSpace_WindowCovering_8,
G00466,사무실,OFFICE05,기기제어,could you pull the blinds shut?,블라인드 전부 닫아 줄 수 있어?,execute,,D1,T0,none,OFFICE05_OpenSpace_WindowCovering_1 OFFICE05_OpenSpace_WindowCovering_2 OFFICE05_OpenSpace_WindowCovering_3 OFFICE05_OpenSpace_WindowCovering_4 OFFICE05_OpenSpace_WindowCovering_5 OFFICE05_OpenSpace_WindowCovering_6 OFFICE05_OpenSpace_WindowCovering_7 OFFICE05_OpenSpace_WindowCovering_8,
G00468,사무실,OFFICE02,기기제어,Lower the blinds to 80 percent.,블라인드 전부 80퍼센트까지 내려.,execute,,D1,T0,none,OFFICE02_OpenSpace_WindowCovering_1 OFFICE02_OpenSpace_WindowCovering_2 OFFICE02_OpenSpace_WindowCovering_3 OFFICE02_OpenSpace_WindowCovering_4,
