id,domain,space_id,intent,command,command_ko,expect,why,d,tier,context,targets,target_svc
G00025,집,HOME17,기기제어,can you get the bathroom lights on?,욕실 조명 켜 줄래?,execute,,D1,T0,none,HOME17_Bathroom_Light_1,
G00026,사무실,OFFICE04,기기제어,Give me some light to read by,책 읽을 만큼 불 좀 줘,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_Pantry_Light_1 OFFICE04_RestRoom_Light_1,
G00027,연구실,LAB05,기기제어,could you put the zone 2 light on?,구역 2 조명 켜 줄 수 있어?,execute,,D1,T0,none,LAB05_TestBed_Light_2,
G00028,공장,FACT05,기기제어,Light up the pump room lights,펌프실 조명 켜,execute,,D1,T0,none,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,
G00029,집,HOME07,기기제어,Switch the living room lights on.,거실 조명 켜.,execute,,D1,T0,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3,
G00030,집,HOME14,기기제어,please get the living room lights on.,거실 조명 좀 켜 줘.,execute,,D1,T0,none,HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G00031,사무실,OFFICE01,기기제어,can you turn on the open space lights?,사무실 조명 켜 줄래?,execute,,D1,T0,none,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4,
G00032,연구실,LAB02,기기제어,I'd like you to put the lab lights on.,실험실 조명 켜 줬으면 해.,execute,,D1,T0,none,LAB02_LabRoom_Light_1 LAB02_LabRoom_Light_2 LAB02_LabRoom_Light_3 LAB02_LabRoom_Light_4,
G00033,공장,FACT02,기기제어,could you light up the warehouse lights?,창고 조명 켜 줄 수 있어?,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G00034,집,HOME04,기기제어,Switch the living room lights on,거실 조명 켜,execute,,D1,T0,none,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3,
G00035,집,HOME11,기기제어,Brighten this place up.,여기 좀 밝게 해 줘.,ask,,D1,T0,none,HOME11_Bathroom_Light_1 HOME11_Kitchen_Light_1 HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Room_WindowCovering_1,
G00036,집,HOME14,기기제어,This room is gloomy,방이 침침해,execute,,D1,T0,none,HOME14_Bedroom_Light_1 HOME14_Kitchen_Light_1 HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G00037,공장,FACT03,기기제어,I'd like you to switch the process room lights on.,공정실 조명 켜 줬으면 해.,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G00038,집,HOME05,기기제어,could you get the kitchen lights on?,주방 조명 켜 줄 수 있어?,execute,,D1,T0,none,HOME05_Kitchen_Light_1,
G00039,집,HOME12,기기제어,Turn on the room B light,B방 조명 켜,execute,,D1,T0,none,HOME12_RoomB_Light_1,
G00040,집,HOME19,기기제어,Put the study light 2 on.,서재 조명 2 켜.,execute,,D1,T0,none,HOME19_Study_Light_2,
G00041,사무실,OFFICE06,기기제어,please light up the open space lights.,사무실 조명 좀 켜 줘.,execute,,D1,T0,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G00042,농장,FARM03,기기제어,can you switch the field lights on?,밭 조명 켜 줄래?,execute,,D1,T0,none,FARM03_Field_Light_1 FARM03_Field_Light_2,
G00043,집,HOME02,기기제어,I'd like you to get the bedroom lights on.,침실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME02_Bedroom_Light_1,
G00044,집,HOME09,기기제어,could you turn on the nursery mood light?,아기방 무드등 켜 줄 수 있어?,execute,,D1,T0,none,HOME09_BabyRoom_Light_1,
G00045,농장,FARM03,기기제어,I cannot see anything,아무것도 안 보여,execute,,D1,T0,none,FARM03_Field_Light_1 FARM03_Field_Light_2,
G00046,사무실,OFFICE03,기기제어,Light up the meeting room 2 light.,회의실 2 조명 켜.,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_2,
G00047,연구실,LAB04,기기제어,please switch the lab lights on.,실험실 조명 좀 켜 줘.,execute,,D1,T0,none,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,
G00048,공장,FACT04,기기제어,can you get the machine shop lights on?,기계실 조명 켜 줄래?,execute,,D1,T0,none,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G00049,집,HOME06,기기제어,I'd like you to turn on the study lights.,서재 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME06_Study_Light_1,
G00050,집,HOME13,기기제어,could you put the living room lights on?,거실 조명 켜 줄 수 있어?,execute,,D1,T0,none,HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3,
G00051,집,HOME20,기기제어,Light up the bedroom lights,침실 조명 켜,execute,,D1,T0,none,HOME20_Bedroom_Light_1,
G00052,연구실,LAB01,기기제어,Switch the CO2 level indicator on.,CO2 농도 인디케이터 켜.,execute,,D1,T0,none,tc0_7def1d9d-721c-4e35-b217-51fb8b46ba59,
G00053,공장,FACT01,기기제어,please get the line lights on.,생산라인 조명 켜 주세요.,execute,,D1,T0,none,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G00054,집,HOME03,기기제어,It is too dark in here.,여기 너무 어두워.,ask,,D1,T0,none,HOME03_Bathroom_Light_1 HOME03_Bedroom_Light_1 HOME03_Bedroom_Light_2 HOME03_Hallway_Light_1 HOME03_Kitchen_Light_1 HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3 HOME03_LivingRoom_WindowCovering_1 HOME03_LivingRoom_WindowCovering_2,
G00055,집,HOME10,기기제어,I'd like you to put the living room lights on.,거실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME10_LivingRoom_Light_1 HOME10_LivingRoom_Light_2,
G00056,집,HOME17,기기제어,could you light up the room lights?,방 조명 켜 줄 수 있어?,execute,,D1,T0,none,HOME17_Room_Light_1,
G00057,집,HOME04,기기제어,please put the living room lights on.,거실 조명 좀 켜 줘.,execute,,D1,T0,none,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3,
G00058,집,HOME11,기기제어,can you light up the kitchen lights?,주방 조명 켜 줄래?,execute,,D1,T0,none,HOME11_Kitchen_Light_1,
G00059,집,HOME18,기기제어,I'd like you to switch the bedroom lights on.,침실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2,
G00060,사무실,OFFICE05,기기제어,could you get the open space lights on?,사무실 조명 켜 줄 수 있어?,execute,,D1,T0,none,OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16,
G00061,농장,FARM02,기기제어,Turn on the barn 4 light,축사 4 조명 켜,execute,,D1,T0,none,FARM02_Barn_Light_4,
G00062,집,HOME01,기기제어,Put the room lights on.,방 조명 켜.,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00063,사무실,OFFICE01,기기제어,Give me some light to read by.,책 읽을 만큼 불 좀 줘.,ask,,D1,T0,none,OFFICE01_MeetingRoom_Light_1 OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4 OFFICE01_OpenSpace_WindowCovering_1 OFFICE01_OpenSpace_WindowCovering_2 OFFICE01_Pantry_Light_1,
G00064,집,HOME15,기기제어,can you switch the Hue bedroom 1 on?,Hue 침실 1 켜 줄래?,execute,,D1,T0,none,HOME15_Bedroom_Light_1,
G00065,사무실,OFFICE02,기기제어,I'd like you to get the zone 2 light on.,구역 2 조명 켜 줬으면 해.,execute,,D1,T0,none,OFFICE02_OpenSpace_Light_2,
G00066,연구실,LAB03,기기제어,could you turn on the cold room lights?,저온실 조명 켜 줄 수 있어?,execute,,D1,T0,none,LAB03_ColdRoom_Light_1,
G00067,공장,FACT03,기기제어,Put the process room lights on,공정실 조명 켜,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G00068,집,HOME05,기기제어,Light up the study lights.,서재 조명 켜.,execute,,D1,T0,none,HOME05_Study_Light_1,
G00069,집,HOME12,기기제어,please switch the room B light on.,B방 조명 켜 주세요.,execute,,D1,T0,none,HOME12_RoomB_Light_1,
G00070,집,HOME19,기기제어,can you get the study light 2 on?,서재 조명 2 켜 줄래?,execute,,D1,T0,none,HOME19_Study_Light_2,
G00071,사무실,OFFICE06,기기제어,I'd like you to turn on the meeting room lights.,회의실 조명 켜 줬으면 해.,execute,,D1,T0,none,OFFICE06_MeetingRoom_Light_1,
G00072,사무실,OFFICE05,기기제어,I'd like you to brighten this place up.,여기 좀 밝게 해 줬으면 해.,ask,,D1,T0,none,OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_MeetingRoom_Projector_1 OFFICE05_MeetingRoom_Projector_2 OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_WindowCovering_1 OFFICE05_OpenSpace_WindowCovering_2 OFFICE05_OpenSpace_WindowCovering_3 OFFICE05_OpenSpace_WindowCovering_4 OFFICE05_OpenSpace_WindowCovering_5 OFFICE05_OpenSpace_WindowCovering_6 OFFICE05_OpenSpace_WindowCovering_7 OFFICE05_OpenSpace_WindowCovering_8,
G00073,집,HOME02,기기제어,Light up the living room lights,거실 조명 켜,execute,,D1,T0,none,HOME02_LivingRoom_Light_1 HOME02_LivingRoom_Light_2,
G00074,집,HOME09,기기제어,Switch the nursery color mood light on.,아기방 컬러 무드등 켜.,execute,,D1,T0,none,HOME09_BabyRoom_ColorControl_1,
G00075,사무실,OFFICE05,기기제어,please get the meeting room lights on.,회의실 조명 좀 켜 줘.,execute,,D1,T0,none,OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4,
G00076,사무실,OFFICE03,기기제어,can you turn on the meeting room 4 light?,회의실 4 조명 켜 줄래?,execute,,D1,T0,none,OFFICE03_MeetingRoom_Light_4,
G00077,집,HOME12,기기제어,I'd like you to get the room B light on.,B방 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME12_RoomB_Light_1,
G00078,집,HOME10,기기제어,Get the bathroom lights on,욕실 조명 켜,execute,,D1,T0,none,HOME10_Bathroom_Light_1,
G00079,집,HOME17,기기제어,Turn on the bathroom lights.,욕실 조명 켜.,execute,,D1,T0,none,HOME17_Bathroom_Light_1,
G00080,사무실,OFFICE04,기기제어,please put the row 2 light on.,2열 조명 좀 켜 줘.,execute,,D1,T0,none,OFFICE04_OpenSpace_Light_2,
G00081,연구실,LAB05,기기제어,can you light up the zone 3 light?,구역 3 조명 켜 줄래?,execute,,D1,T0,none,LAB05_TestBed_Light_3,
G00082,사무실,OFFICE05,기기제어,I cannot see anything.,아무것도 안 보여.,ask,,D1,T0,none,OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_MeetingRoom_Projector_1 OFFICE05_MeetingRoom_Projector_2 OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_WindowCovering_1 OFFICE05_OpenSpace_WindowCovering_2 OFFICE05_OpenSpace_WindowCovering_3 OFFICE05_OpenSpace_WindowCovering_4 OFFICE05_OpenSpace_WindowCovering_5 OFFICE05_OpenSpace_WindowCovering_6 OFFICE05_OpenSpace_WindowCovering_7 OFFICE05_OpenSpace_WindowCovering_8,
G00083,사무실,OFFICE01,기기제어,can you switch the open space lights on?,사무실 조명 켜 줄래?,execute,,D1,T0,none,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4,
G00084,집,HOME14,기기제어,Turn on the living room lights,거실 조명 켜,execute,,D1,T0,none,HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G00085,사무실,OFFICE01,기기제어,Put the open space lights on.,사무실 조명 켜.,execute,,D1,T0,none,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4,
G00086,연구실,LAB02,기기제어,please light up the lab lights.,실험실 조명 좀 켜 줘.,execute,,D1,T0,none,LAB02_LabRoom_Light_1 LAB02_LabRoom_Light_2 LAB02_LabRoom_Light_3 LAB02_LabRoom_Light_4,
G00087,공장,FACT02,기기제어,can you switch the warehouse lights on?,창고 조명 켜 줄래?,execute,,D1,T0,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G00088,집,HOME04,기기제어,I'd like you to get the study lights on.,서재 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME04_Study_Light_1 HOME04_Study_Light_2,
G00089,집,HOME11,기기제어,could you turn on the kitchen lights?,주방 조명 켜 줄 수 있어?,execute,,D1,T0,none,HOME11_Kitchen_Light_1,
G00090,집,HOME18,기기제어,Put the bedroom lights on,침실 조명 켜,execute,,D1,T0,none,HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2,
G00091,사무실,OFFICE01,기기제어,Brighten this place up,여기 좀 밝게 해 줘,ask,,D1,T0,none,OFFICE01_MeetingRoom_Light_1 OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4 OFFICE01_OpenSpace_WindowCovering_1 OFFICE01_OpenSpace_WindowCovering_2 OFFICE01_Pantry_Light_1,
G00092,농장,FARM02,기기제어,please switch the barn 1 light on.,축사 1 조명 좀 켜 줘.,execute,,D1,T0,none,FARM02_Barn_Light_1,
G00093,집,HOME01,기기제어,can you get the room lights on?,방 조명 켜 줄래?,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00094,집,HOME08,기기제어,I'd like you to turn on the living room lights.,거실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2,
G00095,집,HOME15,기기제어,could you put the Hue living room 2 on?,Hue 거실 2 켜 줄 수 있어?,execute,,D1,T0,none,HOME15_LivingRoom_Light_2,
G00096,사무실,OFFICE02,기기제어,Light up the zone 4 light,구역 4 조명 켜,execute,,D1,T0,none,OFFICE02_OpenSpace_Light_4,
G00097,연구실,LAB03,기기제어,Switch the lab lights on.,실험실 조명 켜.,execute,,D1,T0,none,LAB03_LabRoom_Light_1 LAB03_LabRoom_Light_2 LAB03_LabRoom_Light_3,
G00098,공장,FACT03,기기제어,please get the process room lights on.,공정실 조명 좀 켜 줘.,execute,,D1,T0,none,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G00099,농장,FARM04,기기제어,can you bring the lights down to 15 percent?,조명 밝기를 15퍼센트까지 낮춰 줄래?,refuse,no_device,D1,T0,none,,
G00100,농장,FARM01,기기제어,can you tone it down a bit?,좀 낮춰 줄래?,ask,,D1,T0,none,FARM01_Greenhouse_GrowLight_1 FARM01_Greenhouse_GrowLight_2 FARM01_Greenhouse_GrowLight_3 FARM01_Greenhouse_GrowLight_4 FARM01_Greenhouse_WindowCovering_1 FARM01_Greenhouse_WindowCovering_2 FARM01_Greenhouse_WindowCovering_3,
G00101,농장,FARM04,기기제어,could you dim the lights to 20 percent?,조명 밝기를 20퍼센트로 낮춰 줄 수 있어?,refuse,no_device,D1,T0,none,,
G00102,농장,FARM04,기기제어,Turn the lights up to 90 percent,조명 밝기를 90퍼센트까지 올려,refuse,no_device,D1,T0,none,,
G00103,농장,FARM04,기기제어,Bring the lights down to 5 percent.,조명 밝기를 5퍼센트까지 낮춰.,refuse,no_device,D1,T0,none,,
G00104,농장,FARM04,기기제어,please set the lights brightness to 80 percent.,조명 밝기를 80퍼센트로 맞춰 주세요.,refuse,no_device,D1,T0,none,,
G00105,집,HOME11,기기제어,can you dim the light to 5 percent?,조명 밝기를 5퍼센트로 낮춰 줄래?,ask,,D1,T0,none,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,
G00106,집,HOME18,기기제어,I'd like you to turn on the light.,조명 켜 줬으면 해.,ask,,D1,T0,none,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,
G00107,사무실,OFFICE05,기기제어,could you bring the light down to 10 percent?,조명 밝기를 10퍼센트까지 낮춰 줄 수 있어?,ask,,D1,T0,none,OFFICE05_OpenSpace_Light_1 OFFICE05_OpenSpace_Light_2 OFFICE05_OpenSpace_Light_3 OFFICE05_OpenSpace_Light_4 OFFICE05_OpenSpace_Light_5 OFFICE05_OpenSpace_Light_6 OFFICE05_OpenSpace_Light_7 OFFICE05_OpenSpace_Light_8 OFFICE05_OpenSpace_Light_9 OFFICE05_OpenSpace_Light_10 OFFICE05_OpenSpace_Light_11 OFFICE05_OpenSpace_Light_12 OFFICE05_OpenSpace_Light_13 OFFICE05_OpenSpace_Light_14 OFFICE05_OpenSpace_Light_15 OFFICE05_OpenSpace_Light_16 OFFICE05_MeetingRoom_Light_1 OFFICE05_MeetingRoom_Light_2 OFFICE05_MeetingRoom_Light_3 OFFICE05_MeetingRoom_Light_4 OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4,
G00108,농장,FARM02,기기제어,Light up the light,조명 켜,ask,,D1,T0,none,FARM02_Barn_Light_1 FARM02_Barn_Light_2 FARM02_Barn_Light_3 FARM02_Barn_Light_4,
G00109,집,HOME01,기기제어,Tone it down a bit.,좀 낮춰 줘.,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00110,집,HOME08,기기제어,please get the light on.,조명 좀 켜 줘.,ask,,D1,T0,none,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2 HOME08_Bedroom_Light_1 HOME08_Kitchen_Light_1,
G00111,집,HOME15,기기제어,can you bring the light down to 15 percent?,조명 밝기를 15퍼센트까지 낮춰 줄래?,ask,,D1,T0,none,HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Study_Light_1 HOME15_Study_Light_2 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_Kitchen_Light_1,
G00112,사무실,OFFICE02,기기제어,I'd like you to put the light on.,조명 켜 줬으면 해.,ask,,D1,T0,none,OFFICE02_OpenSpace_Light_1 OFFICE02_OpenSpace_Light_2 OFFICE02_OpenSpace_Light_3 OFFICE02_OpenSpace_Light_4 OFFICE02_OpenSpace_Light_5 OFFICE02_OpenSpace_Light_6 OFFICE02_MeetingRoom_Light_1 OFFICE02_MeetingRoom_Light_2 OFFICE02_MeetingRoom_Light_3 OFFICE02_Pantry_Light_1 OFFICE02_Hallway_Light_1,
