id,domain,space_id,intent,command,command_ko,expect,why,d,tier,context,targets,target_svc
G00094,집,HOME08,기기제어,I'd like you to turn on the living room lights.,거실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2,
G00095,집,HOME15,기기제어,could you put the Hue living room 2 on?,Hue 거실 2 켜 줄 수 있어?,execute,,D1,T0,none,HOME15_LivingRoom_Light_2,
G00105,집,HOME11,기기제어,can you dim the light to 5 percent?,조명 밝기를 5퍼센트로 낮춰 줄래?,ask,,D1,T0,none,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,
G00106,집,HOME18,기기제어,I'd like you to turn on the light.,조명 켜 줬으면 해.,ask,,D1,T0,none,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,
G00109,집,HOME01,기기제어,Tone it down a bit.,좀 낮춰 줘.,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00110,집,HOME08,기기제어,please get the light on.,조명 좀 켜 줘.,ask,,D1,T0,none,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2 HOME08_Bedroom_Light_1 HOME08_Kitchen_Light_1,
G00111,집,HOME15,기기제어,can you bring the light down to 15 percent?,조명 밝기를 15퍼센트까지 낮춰 줄래?,ask,,D1,T0,none,HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Study_Light_1 HOME15_Study_Light_2 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_Kitchen_Light_1,
G00115,집,HOME05,기기제어,Bring the light down to 30 percent.,조명 밝기를 30퍼센트까지 낮춰.,ask,,D1,T0,none,HOME05_LivingRoom_Light_1 HOME05_LivingRoom_Light_2 HOME05_LivingRoom_Light_3 HOME05_Kitchen_Light_1 HOME05_Bedroom_Light_1 HOME05_Bedroom_Light_2 HOME05_Study_Light_1 HOME05_Stairs_Light_1,
G00116,집,HOME20,기기제어,can you turn the light up to 100 percent?,조명 밝기를 100퍼센트까지 올려 줄래?,ask,,D1,T0,none,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,
G00117,집,HOME19,기기제어,can you dim the light to 10 percent?,조명 밝기를 10퍼센트로 낮춰 줄래?,ask,,D1,T0,none,HOME19_LivingRoom_Light_1 HOME19_LivingRoom_Light_2 HOME19_Study_Light_1 HOME19_Study_Light_2 HOME19_Bedroom_Light_1 HOME19_Kitchen_Light_1,
G00120,집,HOME13,기기제어,This is harsh on the eyes,눈이 부셔,ask,,D1,T0,none,HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2 HOME13_Bedroom_WindowCovering_1 HOME13_Bedroom_WindowCovering_2 HOME13_Kitchen_Light_1 HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3 HOME13_LivingRoom_WindowCovering_1 HOME13_LivingRoom_WindowCovering_2 HOME13_LivingRoom_WindowCovering_3 HOME13_Study_Light_1 HOME13_Study_WindowCovering_1,
G00121,집,HOME20,기기제어,please light up the living room lights.,거실 조명 좀 켜 줘.,execute,,D1,T0,none,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2,
G00124,집,HOME03,기기제어,could you bring the living room lights down to 10 percent?,거실 조명 밝기를 10퍼센트까지 낮춰 줄 수 있어?,execute,,D1,T0,none,HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3,
G00125,집,HOME10,기기제어,Put the hallway lights on,복도 조명 켜,execute,,D1,T0,none,HOME10_Hallway_Light_1,
G00126,집,HOME17,기기제어,Dim the bathroom lights to 5 percent.,욕실 조명 밝기를 5퍼센트로 낮춰.,execute,,D1,T0,none,HOME17_Bathroom_Light_1,
G00130,집,HOME07,기기제어,could you dim the garden lights to 25 percent?,마당 조명 밝기를 25퍼센트로 낮춰 줄 수 있어?,execute,,D1,T0,none,HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3,
G00131,집,HOME14,기기제어,Light up the kitchen lights,주방 조명 켜,execute,,D1,T0,none,HOME14_Kitchen_Light_1,
G00136,집,HOME11,기기제어,could you bring the bathroom lights down to 25 percent?,욕실 조명 밝기를 25퍼센트까지 낮춰 줄 수 있어?,execute,,D1,T0,none,HOME11_Bathroom_Light_1,
G00137,집,HOME03,기기제어,could you tone it down a bit?,좀 낮춰 줄 수 있어?,ask,,D1,T0,none,HOME03_Bathroom_Light_1 HOME03_Bedroom_Light_1 HOME03_Bedroom_Light_2 HOME03_Hallway_Light_1 HOME03_Kitchen_Light_1 HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3 HOME03_LivingRoom_WindowCovering_1 HOME03_LivingRoom_WindowCovering_2,
G00140,집,HOME01,기기제어,can you bring the room lights down to 10 percent?,방 조명 밝기를 10퍼센트까지 낮춰 줄래?,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00141,집,HOME08,기기제어,I'd like you to light up the living room lights.,거실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2,
G00144,집,HOME02,기기제어,please light up the kitchen lights.,주방 조명 켜 주세요.,execute,,D1,T0,none,HOME02_Kitchen_Light_1,
G00145,집,HOME09,기기제어,can you bring the living room lights down to 10 percent?,거실 조명 밝기를 10퍼센트까지 낮춰 줄래?,execute,,D1,T0,none,HOME09_LivingRoom_Light_1 HOME09_LivingRoom_Light_2,
G00151,집,HOME13,기기제어,can you dim the bedroom lights to 10 percent?,침실 조명 밝기를 10퍼센트로 낮춰 줄래?,execute,,D1,T0,none,HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2,
G00155,집,HOME03,기기제어,Dim the kitchen lights to 15 percent.,주방 조명 밝기를 15퍼센트로 낮춰.,execute,,D1,T0,none,HOME03_Kitchen_Light_1,
G00157,집,HOME17,기기제어,can you bring the bathroom lights down to 20 percent?,욕실 조명 밝기를 20퍼센트까지 낮춰 줄래?,execute,,D1,T0,none,HOME17_Bathroom_Light_1,
G00161,집,HOME07,기기제어,Bring the living room lights down to 5 percent.,거실 조명 밝기를 5퍼센트까지 낮춰.,execute,,D1,T0,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3,
G00162,집,HOME14,기기제어,please turn on the bedroom lights.,침실 조명 좀 켜 줘.,execute,,D1,T0,none,HOME14_Bedroom_Light_1,
G00163,집,HOME01,기기제어,could you dim the room lights to 20 percent?,방 조명 밝기를 20퍼센트로 낮춰 줄 수 있어?,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00164,집,HOME18,기기제어,can you turn the bedroom lights up to 85 percent?,침실 조명 밝기를 85퍼센트까지 올려 줄래?,execute,,D1,T0,none,HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2,
G00165,집,HOME15,기기제어,Make it dimmer.,좀 더 어둡게 해 줘.,ask,,D1,T0,none,HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Kitchen_Light_1 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_LivingRoom_WindowCovering_1 HOME15_LivingRoom_WindowCovering_2 HOME15_LivingRoom_WindowCovering_3 HOME15_Study_Light_1 HOME15_Study_Light_2,
G00169,집,HOME07,기기제어,could you switch the kitchen lights on?,주방 조명 켜 줄 수 있어?,execute,,D1,T0,none,HOME07_Kitchen_Light_1,
G00170,집,HOME12,기기제어,Put the room C lights on,C방 조명 켜,execute,,D1,T0,none,HOME12_RoomC_Light_1,
G00171,집,HOME19,기기제어,Dim the kitchen lights to 5 percent.,주방 조명 밝기를 5퍼센트로 낮춰.,execute,,D1,T0,none,HOME19_Kitchen_Light_1,
G00175,집,HOME09,기기제어,could you dim the nursery lights to 10 percent?,아기방 조명 밝기를 10퍼센트로 낮춰 줄 수 있어?,execute,,D1,T0,none,HOME09_BabyRoom_Light_1 HOME09_BabyRoom_ColorControl_1,
G00178,집,HOME03,기기제어,Turn the living room lights up to 80 percent,거실 조명 밝기를 80퍼센트까지 올려,execute,,D1,T0,none,HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3,
G00182,집,HOME19,기기제어,Bring the living room lights down to 25 percent,거실 조명 밝기를 25퍼센트까지 낮춰,execute,,D1,T0,none,HOME19_LivingRoom_Light_1 HOME19_LivingRoom_Light_2,
G00183,집,HOME17,기기제어,please make it dimmer.,좀 더 어둡게 해 줘.,execute,,D1,T0,none,HOME17_Bathroom_Light_1 HOME17_Room_Light_1,
G00184,집,HOME15,기기제어,Tone it down a bit,좀 낮춰 줘,ask,,D1,T0,none,HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Kitchen_Light_1 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_LivingRoom_WindowCovering_1 HOME15_LivingRoom_WindowCovering_2 HOME15_LivingRoom_WindowCovering_3 HOME15_Study_Light_1 HOME15_Study_Light_2,
G00185,집,HOME14,기기제어,I'd like you to switch the living room lights on.,거실 조명 켜 줬으면 해.,execute,,D1,T0,none,HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G00189,집,HOME04,기기제어,please light up the study lights.,서재 조명 좀 켜 줘.,execute,,D1,T0,none,HOME04_Study_Light_1 HOME04_Study_Light_2,
G00190,집,HOME11,기기제어,can you bring the kitchen lights down to 15 percent?,주방 조명 밝기를 15퍼센트까지 낮춰 줄래?,execute,,D1,T0,none,HOME11_Kitchen_Light_1,
G00191,집,HOME12,기기제어,Dim the room C lights to 15 percent.,C방 조명 밝기를 15퍼센트로 낮춰.,execute,,D1,T0,none,HOME12_RoomC_Light_1,
G00205,집,HOME04,기기제어,Put the light on,조명 켜,ask,,D1,T0,none,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,
G00206,집,HOME11,기기제어,Set the light to amber.,조명 호박색으로 바꿔.,ask,,D1,T0,none,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,
G00207,집,HOME18,기기제어,please switch the light on.,조명 좀 켜 줘.,ask,,D1,T0,none,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,
G00210,집,HOME01,기기제어,could you set the lights to warm white?,조명 전부 전구색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00212,집,HOME15,기기제어,Change the lights to warm white.,조명 전부 전구색으로 바꿔.,execute,,D1,T0,none,HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Study_Light_1 HOME15_Study_Light_2 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_Kitchen_Light_1,
G00217,집,HOME09,기기제어,Change the lights to blue.,조명 전부 파란색으로 바꿔.,execute,,D1,T0,none,HOME09_LivingRoom_Light_1 HOME09_LivingRoom_Light_2 HOME09_BabyRoom_Light_1 HOME09_BabyRoom_ColorControl_1 HOME09_Bedroom_Light_1 HOME09_Kitchen_Light_1,
G00218,집,HOME19,기기제어,Set the lights to daylight white.,조명 전부 주광색으로 바꿔.,execute,,D1,T0,none,HOME19_LivingRoom_Light_1 HOME19_LivingRoom_Light_2 HOME19_Study_Light_1 HOME19_Study_Light_2 HOME19_Bedroom_Light_1 HOME19_Kitchen_Light_1,
G00221,집,HOME02,기기제어,I'd like you to light up the lights.,조명 전부 켜 줬으면 해.,execute,,D1,T0,none,HOME02_LivingRoom_Light_1 HOME02_LivingRoom_Light_2 HOME02_Bedroom_Light_1 HOME02_Kitchen_Light_1,
G00222,집,HOME09,기기제어,could you set the lights to orange?,조명 전부 주황색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME09_LivingRoom_Light_1 HOME09_LivingRoom_Light_2 HOME09_BabyRoom_Light_1 HOME09_BabyRoom_ColorControl_1 HOME09_Bedroom_Light_1 HOME09_Kitchen_Light_1,
G00223,집,HOME16,기기제어,Get the lights on,조명 전부 켜,execute,,D1,T0,none,HOME16_LivingRoom_Light_1 HOME16_LivingRoom_Light_2 HOME16_Bedroom_Light_1 HOME16_Garden_Light_1,
G00226,집,HOME10,기기제어,I'd like you to get the lights on.,조명 전부 켜 줬으면 해.,execute,,D1,T0,none,HOME10_LivingRoom_Light_1 HOME10_LivingRoom_Light_2 HOME10_Bedroom_Light_1 HOME10_Bathroom_Light_1 HOME10_Hallway_Light_1,
G00227,집,HOME17,기기제어,could you set the lights to amber?,조명 전부 호박색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME17_Room_Light_1 HOME17_Bathroom_Light_1,
G00229,집,HOME13,기기제어,I'd like you to make all the lights orange.,모든 조명 주황색으로 해 줬으면 해.,execute,,D1,T0,none,HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3 HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2 HOME13_Kitchen_Light_1 HOME13_Study_Light_1,
G00230,집,HOME09,기기제어,Make it feel warmer in here,여기 분위기 좀 따뜻하게 해 줘,ask,,D1,T0,none,HOME09_BabyRoom_ColorControl_1 HOME09_BabyRoom_Light_1 HOME09_Bedroom_Light_1 HOME09_Kitchen_Light_1 HOME09_LivingRoom_Light_1 HOME09_LivingRoom_Light_2,
G00236,집,HOME10,기기제어,Set the lights to warm white.,조명 전부 전구색으로 바꿔.,execute,,D1,T0,none,HOME10_LivingRoom_Light_1 HOME10_LivingRoom_Light_2 HOME10_Bedroom_Light_1 HOME10_Bathroom_Light_1 HOME10_Hallway_Light_1,
G00237,집,HOME11,기기제어,can you change the lights to amber?,조명 전부 호박색으로 바꿔 줄래?,execute,,D1,T0,none,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,
G00241,집,HOME01,기기제어,Change the lights to orange.,조명 전부 주황색으로 바꿔.,execute,,D1,T0,none,HOME01_Room_Light_1 HOME01_Room_Light_2,
G00242,집,HOME05,기기제어,could you turn the lights red?,조명 전부 빨간색으로 켜 줄 수 있어?,execute,,D1,T0,none,HOME05_LivingRoom_Light_1 HOME05_LivingRoom_Light_2 HOME05_LivingRoom_Light_3 HOME05_Kitchen_Light_1 HOME05_Bedroom_Light_1 HOME05_Bedroom_Light_2 HOME05_Study_Light_1 HOME05_Stairs_Light_1,
G00243,집,HOME15,기기제어,can you set the lights to purple?,조명 전부 보라색으로 바꿔 줄래?,execute,,D1,T0,none,HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Study_Light_1 HOME15_Study_Light_2 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_Kitchen_Light_1,
G00248,집,HOME04,기기제어,please set a calmer tone.,차분한 톤으로 맞춰 주세요.,execute,,D1,T0,none,HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Kitchen_Light_1 HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Study_Light_1 HOME04_Study_Light_2,
G00250,집,HOME12,기기제어,Change the lights to amber.,조명 전부 호박색으로 바꿔.,execute,,D1,T0,none,HOME12_RoomA_Light_1 HOME12_RoomB_Light_1 HOME12_RoomC_Light_1 HOME12_LivingRoom_Light_1 HOME12_LivingRoom_Light_2 HOME12_LivingRoom_Light_3 HOME12_Kitchen_Light_1 HOME12_Bathroom_Light_1 HOME12_Bathroom_Light_2,
G00251,집,HOME13,기기제어,Set the lights to blue.,조명 전부 파란색으로 바꿔.,execute,,D1,T0,none,HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3 HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2 HOME13_Kitchen_Light_1 HOME13_Study_Light_1,
G00255,집,HOME03,기기제어,could you set the lights to daylight white?,조명 전부 주광색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME03_LivingRoom_Light_1 HOME03_LivingRoom_Light_2 HOME03_LivingRoom_Light_3 HOME03_Bedroom_Light_1 HOME03_Bedroom_Light_2 HOME03_Kitchen_Light_1 HOME03_Bathroom_Light_1 HOME03_Hallway_Light_1,
G00256,집,HOME04,기기제어,please set the lights to blue.,조명 전부 파란색으로 바꿔 주세요.,execute,,D1,T0,none,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,
G00257,집,HOME17,기기제어,Give this room some color,방에 색 좀 넣어 줘,execute,,D1,T0,none,HOME17_Bathroom_Light_1 HOME17_Room_Light_1,
G00258,집,HOME07,기기제어,could you change the lights to blue?,조명 전부 파란색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3 HOME07_Bedroom_Light_1 HOME07_Bedroom_Light_2 HOME07_Kitchen_Light_1 HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3 HOME07_Barn_Light_1,
G00260,집,HOME13,기기제어,Switch all the lights on.,모든 조명 켜.,execute,,D1,T0,none,HOME13_LivingRoom_Light_1 HOME13_LivingRoom_Light_2 HOME13_LivingRoom_Light_3 HOME13_Bedroom_Light_1 HOME13_Bedroom_Light_2 HOME13_Kitchen_Light_1 HOME13_Study_Light_1,
G00261,집,HOME07,기기제어,could you change the lights to green?,조명 전부 초록색으로 바꿔 줄 수 있어?,execute,,D1,T0,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3 HOME07_Bedroom_Light_1 HOME07_Bedroom_Light_2 HOME07_Kitchen_Light_1 HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3 HOME07_Barn_Light_1,
G00265,집,HOME15,기기제어,can you light up the lights?,조명 전부 켜 줄래?,execute,,D1,T0,none,HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Study_Light_1 HOME15_Study_Light_2 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_Kitchen_Light_1,
G00266,집,HOME15,기기제어,Set a calmer tone.,차분한 톤으로 맞춰 줘.,ask,,D1,T0,none,HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Kitchen_Light_1 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_Study_Light_1 HOME15_Study_Light_2,
